Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated
2010,4 Year,4218,Safford Unified District,4885,Mt Graham High School,Graham,White,18,45,40.0
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,All,148,168,88.1
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Asian,*,*,*
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Black/African American,*,*,*
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Economically Disadvantaged,*,*,*
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Female,72,78,92.3
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Hispanic or Latino,57,66,86.4
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Limited English Proficient,*,*,*
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Male,76,90,84.4
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Migrant,*,*,*
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,Students With Disabilities,17,21,81.0
2010,4 Year,4218,Safford Unified District,4884,Safford High School,Graham,White,84,93,90.3
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,All,277,316,87.7
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Asian,*,*,*
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Black/African American,*,11,90.9
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Economically Disadvantaged,64,75,85.3
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Female,145,160,90.6
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Hispanic or Latino,112,131,85.5
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Limited English Proficient,*,*,*
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Male,132,156,84.6
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Migrant,*,*,*
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Native American ,*,*,*
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Students With Disabilities,23,31,74.2
2010,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,White,137,153,89.5
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,All,27,43,62.8
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Economically Disadvantaged,18,27,66.7
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Female,14,23,60.9
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Male,13,20,65.0
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Migrant,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Multiple Races,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Native American ,24,35,68.6
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,Students With Disabilities,*,11,54.6
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,90159,Salt River Accelerated Learning Academy,Maricopa,White,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,All,36,60,60.0
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Economically Disadvantaged,17,20,85.0
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Female,14,24,58.3
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Male,22,36,61.1
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Migrant,*,*,*
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Native American ,33,54,61.1
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,Students With Disabilities,*,11,63.6
2010,4 Year,4320,Salt River Pima-Maricopa  Community Schools,5489,Salt River High School,Maricopa,White,*,*,*
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,All,67,85,78.8
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Black/African American,*,*,*
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Economically Disadvantaged,*,*,*
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Female,45,51,88.2
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Limited English Proficient,*,*,*
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Male,22,34,64.7
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Migrant,*,*,*
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Native American ,66,84,78.6
2010,4 Year,4210,San Carlos Unified District,4864,San Carlos High School,Gila,Students With Disabilities,*,*,*
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,All,*,19,15.8
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,Economically Disadvantaged,*,*,*
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,Female,*,*,*
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,Limited English Proficient,*,*,*
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,Male,*,12,25.0
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,Migrant,*,*,*
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,Native American ,*,19,15.8
2010,4 Year,4210,San Carlos Unified District,89776,San Carlos Unified School District #20 Alternative Center,Gila,Students With Disabilities,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,All,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Economically Disadvantaged,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Female,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Hispanic or Latino,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Limited English Proficient,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Male,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Migrant,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Students With Disabilities,*,*,*
2010,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,White,*,*,*
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,All,75,134,56.0
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Economically Disadvantaged,55,100,55.0
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Female,44,74,59.5
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Hispanic or Latino,*,*,*
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Limited English Proficient,*,12,58.3
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Male,31,60,51.7
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Migrant,*,*,*
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Native American ,73,132,55.3
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Students With Disabilities,14,23,60.9
2010,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,White,*,*,*
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,All,0,20,0.0
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,Economically Disadvantaged,0,19,0.0
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,Female,*,*,*
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,Hispanic or Latino,0,20,0.0
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,Limited English Proficient,*,*,*
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,Male,0,15,0.0
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,Migrant,*,*,*
2010,4 Year,85848,Santa Cruz County Regional School District,85849,Pimeria Alta Academy,Santa Cruz,Students With Disabilities,*,*,*
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,All,246,299,82.3
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Asian,*,*,*
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Black/African American,*,*,*
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Economically Disadvantaged,164,203,80.8
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Female,125,146,85.6
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Hispanic or Latino,221,271,81.6
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Limited English Proficient,*,20,30.0
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Male,121,153,79.1
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Migrant,*,*,*
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Native American ,*,*,*
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,Students With Disabilities,15,21,71.4
2010,4 Year,4458,Santa Cruz Valley Unified District,5966,Rio Rico High School,Santa Cruz,White,18,19,94.7
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,All,84,130,64.6
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Black/African American,11,17,64.7
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Economically Disadvantaged,58,82,70.7
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Female,39,52,75.0
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Hispanic or Latino,60,95,63.2
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Limited English Proficient,*,*,*
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Male,45,78,57.7
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Migrant,*,*,*
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Native American ,*,*,*
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,Students With Disabilities,11,16,68.8
2010,4 Year,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,White,*,13,76.9
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,All,12,33,36.4
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Black/African American,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Economically Disadvantaged,*,13,38.5
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Female,*,15,40.0
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Male,*,18,33.3
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Migrant,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Native American ,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,White,*,21,38.1
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,All,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Black/African American,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Female,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Male,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Migrant,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Native American ,*,*,*
2010,4 Year,79951,"SC Jensen Corporation, Inc. dba Intelli-School",87509,Woods High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,All,283,310,91.3
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Asian,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Economically Disadvantaged,41,48,85.4
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Female,143,156,91.7
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Hispanic or Latino,50,63,79.4
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Male,140,154,90.9
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Migrant,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Native American ,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,Students With Disabilities,11,13,84.6
2010,4 Year,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,White,216,227,95.2
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,All,495,515,96.1
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Asian,21,23,91.3
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Economically Disadvantaged,17,17,100.0
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Female,233,243,95.9
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Hispanic or Latino,23,26,88.5
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Male,262,272,96.3
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Migrant,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Native American ,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,Students With Disabilities,35,41,85.4
2010,4 Year,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,White,444,458,96.9
2010,4 Year,4240,Scottsdale Unified District,88419,Copper Ridge Math and Science Academy,Maricopa,All,*,*,*
2010,4 Year,4240,Scottsdale Unified District,88419,Copper Ridge Math and Science Academy,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4240,Scottsdale Unified District,88419,Copper Ridge Math and Science Academy,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4240,Scottsdale Unified District,88419,Copper Ridge Math and Science Academy,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4240,Scottsdale Unified District,88419,Copper Ridge Math and Science Academy,Maricopa,Male,*,*,*
2010,4 Year,4240,Scottsdale Unified District,88419,Copper Ridge Math and Science Academy,Maricopa,Migrant,*,*,*
2010,4 Year,4240,Scottsdale Unified District,88419,Copper Ridge Math and Science Academy,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,All,224,289,77.5
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Asian,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Black/African American,11,19,57.9
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Economically Disadvantaged,116,139,83.5
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Female,108,129,83.7
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Hispanic or Latino,90,118,76.3
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Limited English Proficient,*,23,21.7
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Male,116,160,72.5
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Migrant,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Native American ,15,18,83.3
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,Students With Disabilities,25,42,59.5
2010,4 Year,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,White,101,126,80.2
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,All,581,601,96.7
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Asian,43,43,100.0
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Economically Disadvantaged,25,27,92.6
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Female,303,311,97.4
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Hispanic or Latino,25,25,100.0
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Male,278,290,95.9
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Migrant,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Native American ,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,Students With Disabilities,44,48,91.7
2010,4 Year,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,White,505,524,96.4
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,All,289,332,87.1
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Asian,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Black/African American,*,12,66.7
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Economically Disadvantaged,34,43,79.1
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Female,150,166,90.4
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Hispanic or Latino,39,50,78.0
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Male,139,166,83.7
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Migrant,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Native American ,*,*,*
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,Students With Disabilities,21,23,91.3
2010,4 Year,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,White,229,257,89.1
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,All,11,33,33.3
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Asian,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Black/African American,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Economically Disadvantaged,*,17,29.4
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Female,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Male,*,23,26.1
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Migrant,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Native American ,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4240,Scottsdale Unified District,79644,Sierra Vista Academy,Maricopa,White,11,21,52.4
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,All,113,120,94.2
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Asian,*,*,*
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Black/African American,*,*,*
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Economically Disadvantaged,26,28,92.9
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Female,54,55,98.2
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Hispanic or Latino,22,24,91.7
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Limited English Proficient,*,*,*
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Male,59,65,90.8
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Migrant,*,*,*
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Native American ,*,*,*
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,Students With Disabilities,14,14,100.0
2010,4 Year,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock High School,Yavapai,White,86,90,95.6
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,All,15,21,71.4
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Economically Disadvantaged,*,*,*
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Female,*,11,72.7
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Hispanic or Latino,*,*,*
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Limited English Proficient,*,*,*
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Male,*,*,*
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Migrant,*,*,*
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Native American ,*,*,*
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,Students With Disabilities,*,*,*
2010,4 Year,4472,Seligman Unified District,6105,Seligman High School,Yavapai,White,11,13,84.6
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90322,Sequoia Choice - Star Performing Arts,Maricopa,All,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90322,Sequoia Choice - Star Performing Arts,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90322,Sequoia Choice - Star Performing Arts,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90322,Sequoia Choice - Star Performing Arts,Maricopa,Male,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90322,Sequoia Choice - Star Performing Arts,Maricopa,Migrant,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90322,Sequoia Choice - Star Performing Arts,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90322,Sequoia Choice - Star Performing Arts,Maricopa,White,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90324,Sequoia Choice - Village,Maricopa,All,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90324,Sequoia Choice - Village,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90324,Sequoia Choice - Village,Maricopa,Female,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90324,Sequoia Choice - Village,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90324,Sequoia Choice - Village,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4329,"Sequoia Choice Schools, LLLP",90324,Sequoia Choice - Village,Maricopa,Male,*,*,*
